"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
12.2269929709049,5.94093986786902,7.07022667629644,7.71392374648713,8.68754869210534,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
12.7757580738404,6.66050756000914,5.922739605885,6.37084023444913,9.20291973045096,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
12.6028390423489,9.441881661769,7.02252322924323,5.80241155927069,5.24513209471479,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
13.3987528254604,8.94163706339896,5.72129199281335,6.90976454643533,6.9422524201218,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
13.2506659761316,5.84809034364298,8.83800989016891,9.53764929901809,5.6255066965241,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12.0917385865058,5.83389613078907,9.66141615295783,6.36087926453911,9.94119196198881,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
14.9837698654229,9.30744395824149,8.73625749256462,5.01403300557286,9.08390120253898,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
11.9804267973859,5.82276486326009,7.82493423321284,6.05382477166131,5.32081984682009,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
11.5101013010002,6.65667722816579,8.61964569776319,6.03598074987531,5.2121496910695,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
13.163939898887,6.16984239430167,9.47350128320977,9.822396611562,6.86440445599146,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
13.5383361086162,7.5599814101588,7.39748993888497,7.8447423374746,7.43040282744914,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
13.2588639485689,9.22690844745375,8.16146766301244,5.00821046181954,9.95438147685491,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
14.5247270173673,8.83792307577096,8.46974835149013,6.53826192137785,7.23661896539852,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.3428244697171,7.41803565062582,8.56751079903916,6.98195997742005,7.03572297585197,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
13.4180902913521,5.30015155789442,7.5698338332586,9.11942907143384,5.87574122706428,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
14.1851385461112,9.92937967763282,8.59807014930993,9.44898262154311,8.606138585601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
12.889058750576,9.83634666306898,7.146041583037,5.82267536083236,5.54516793228686,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
14.2291158662309,9.50278222211637,6.43568367930129,9.71397510264069,8.15081875422038,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
13.9202414232282,6.37355020036921,7.77358326362446,7.88068805937655,9.49910640949383,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1
14.1952992202445,9.8789225157816,9.77574585471302,9.84593568369746,6.72165506519377,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
13.0016335107473,9.99222538084723,5.23887675604783,7.61977123678662,8.94471096456982,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1
14.9764097750103,9.33946596225724,5.9745231794659,9.06001704046503,5.20552243804559,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
13.2692686361818,5.87797851767391,8.14141621114686,8.29119395813905,6.41765504376963,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
12.5003313950214,6.88724129577167,5.25836816057563,7.5640292908065,9.81246537878178,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
12.6921333554683,5.81638752482831,6.7899061308708,8.02603366901167,8.53141291299835,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
12.8247540174246,9.87291215802543,8.00280124531128,5.08039395208471,5.43454154161736,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1
12.7783420579165,6.48099889047444,5.57632194133475,6.2204545061104,5.93053604708984,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
13.056520973808,6.82191549567506,9.15626171045005,8.96917536738329,6.52761337696575,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
14.2648322796154,8.70786102488637,8.61458422266878,7.3958300310187,7.51075075706467,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
13.7214470906225,5.17079494777136,6.36615134659223,9.76568099926226,7.64374053454958,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
14.4537495698575,7.2176888177637,8.05736315320246,5.80993195530027,8.06951933540404,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
14.8099225698152,8.37221612688154,7.48859808198176,8.8059448893182,5.41716046747752,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.7187507144882,8.09472213033587,8.26241229660809,5.44601758243516,7.9207656509243,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
11.5327741344376,5.76883494621143,9.98609732254408,5.96283665508963,6.18505817954428,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
14.2878352612404,9.87685675150715,6.35115943732671,7.87720332387835,5.07256658398546,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
13.6913306564005,5.57356264675036,7.39671088056639,7.35537758329883,6.23516180668958,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
10.9050293448218,6.06376946438104,6.22620668378659,5.26839720085263,8.60192194813862,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
14.0119935981003,5.54812279995531,5.3583169542253,6.81848409236409,5.05558345932513,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.521678636795,5.19771334249526,9.48474284843542,7.71199563285336,7.13337149238214,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1
12.8724383658633,6.87213838216849,9.81511534657329,7.68572174129076,7.6233837835025,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
13.5548947595816,5.41639519738965,5.86332111852244,7.23547555971891,9.20145140145905,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
11.5052351516762,5.81135765998624,5.51635878859088,6.60828729625791,7.76141273090616,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
12.2541052752282,6.69069580733776,5.4848416603636,5.69687545415945,7.58835298125632,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
13.9840599630863,6.62151464959607,9.92736253654584,9.24531408119947,6.98412374127656,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1
14.8760602981584,9.94066236075014,8.06016598828137,9.37072483822703,5.22511191666126,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
11.8744121703273,5.11021220358089,5.42448244406842,7.52247174270451,5.09352898574434,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
12.6935151528849,7.36638266011141,5.74083886691369,9.73116250359453,6.3801361375954,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
13.1504295406218,8.63808606402017,5.01544150873087,7.91306221624836,7.34121350804344,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
14.5037399990408,9.19583038426936,9.0138415445108,9.9140446644742,8.82399588823318,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
11.6065097334704,6.85734280501492,9.4398722727783,6.36093990760855,9.26654465845786,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
13.9701410600752,9.79817591607571,6.6969854675699,7.32399662956595,9.54430014360696,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
13.4332302231664,9.11856093327515,5.65624900395051,7.49082843540236,5.00907172914594,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
14.0645731476998,5.81836114870384,9.6922776917927,8.76247327192686,7.90001070243306,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11.3314472026346,5.87647541542538,7.49432339798659,5.29415829689242,8.18145593162626,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0
13.1492155539849,6.95556600461714,7.24726441316307,6.85913783032447,7.79977239202708,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1
13.2635836583875,8.56367849046364,8.81869831006043,8.73739256872796,5.77580566634424,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
13.3204557180735,7.2140772768762,7.81477307202294,8.47115142620169,8.60808735829778,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1
13.6993599133032,8.18406672566198,8.41092937393114,8.21466329973191,9.49871029122733,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
13.0169929877382,5.84101335611194,9.464553744765,9.96265947585925,7.28614552761428,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1
13.7603284271222,7.41573157371022,6.2933625804726,7.32967823627405,7.83691771794111,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
12.4554120109599,9.0276589198038,8.84199501713738,6.93159820279106,8.1681503157597,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
12.7627631546066,6.2268636142835,7.09623135742731,6.38186351396143,8.48619476193562,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
11.1811510448525,5.23412862909026,9.4171932071913,6.16377171943896,5.7244491064921,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
12.565706822466,8.11454048496671,6.81928789126687,6.91624599159695,7.33304572175257,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14.2744209833292,5.62594539369456,7.86104907048866,9.66679373173974,6.1968618852552,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
13.9711041920186,6.7143552354537,7.9626873973757,6.09205617452972,7.40402581053786,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
14.7445073044297,7.72659408161417,7.26477817515843,9.47367902612314,9.83820609864779,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
11.5347296942576,5.56823812192306,8.56325738132,7.3771251772996,6.21555114397779,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
13.4423969599352,5.39238728000782,6.87364148907363,8.67414904525504,8.80075516644865,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
14.5551245105738,6.90878303139471,6.94213955197483,9.79670604690909,8.09665898559615,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
14.1135218961501,8.07293318095617,6.28416341147386,7.62064614915289,8.18465412128717,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
12.9790933790396,5.08822634117678,5.8215107594151,9.0361517178826,9.02925654081628,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
13.309825723199,9.74173242109828,6.29979844670743,8.1084971036762,6.86528293415904,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
14.8299366637663,9.23019947600551,6.33552374667488,6.26906275865622,9.66252804850228,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
14.3141538976937,9.18120552669279,5.93980411882512,5.15956576913595,5.37993975682184,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
12.6012346220084,6.6411118383985,6.16858373163268,6.47207243833691,9.86694659572095,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
11.4080217334805,9.17035670834593,7.4786927702371,5.85725912591442,8.93325740122236,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
12.8215247663934,7.16812412254512,6.28742706379853,6.36315542040393,8.46255809650756,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
14.2402103913335,9.99334915541112,7.47538380441256,9.64262433699332,8.65066884434782,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
13.4007325497771,9.9433663522359,7.26337395142764,5.39498428581282,6.86530750477687,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
14.4034696803081,9.48363037430681,6.49541621911339,9.79386183666065,7.92133302311413,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
13.9315850005603,7.86462561925873,5.65714965574443,5.15146111603826,6.27979790675454,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
13.2378593932123,6.93486919859424,6.87833677977324,8.27783979708329,8.5967989708297,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
13.0506326452147,6.06168072554283,9.57330803503282,9.30287280934863,5.51701794844121,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
13.3291140696553,6.9095614971593,8.8186872121878,5.60463044443168,5.58022832963616,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0
14.2057566027841,7.35717402189039,8.10931085259654,8.36958134896122,6.7128172214143,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
15.9965707840738,7.60929245268926,9.56533092190512,9.29613953456283,9.78268556878902,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
13.2705343631152,8.6382362106815,6.18499057949521,7.58774858899415,7.9762907139957,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
13.8615834669844,9.48608110425994,9.60755664971657,9.6449888125062,5.93418391188607,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.0156370684096,8.27472186414525,7.51723741530441,6.7652628372889,6.43593324697576,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1
13.4664714597914,7.32526321196929,9.65784066123888,9.65768476598896,8.30822162213735,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
12.1295197485963,5.18502340069972,5.24677027016878,8.46767446375452,9.22243996756151,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12.8272693907437,6.4710269542411,7.95415187603794,5.04633159376681,6.82047622045502,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1
9.76003675074895,5.4922683595214,7.8701616358012,5.70795571780764,7.78340449789539,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
13.9687145395461,7.62475103954785,5.12811038293876,6.37616028892808,7.61383191100322,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0
13.2932846090045,7.39453221554868,7.78976470930502,7.39457222749479,8.77170079271309,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
13.8100174523206,7.67077949945815,5.40176186244935,8.27229278511368,5.77733988990076,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
13.0455346819042,5.94354772241786,9.3594732589554,7.5085498415865,5.5249727901537,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
14.7953875538657,9.30747353006154,5.0302008818835,8.76970231882297,6.08943378552794,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
13.1289347065807,6.94576820242219,6.62433492369018,8.25124138267711,6.59119357937016,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
15.2371052146491,9.83965266495943,9.31816714582965,9.69476530561224,7.60708739166148,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
13.0935025310176,7.36960195237771,7.84218138782308,7.57553748437203,6.40827519702725,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
13.757336112535,9.40414598444477,6.2920787895564,8.97330744192004,9.62495627463795,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
13.8007393403649,5.64734595012851,8.25153529061936,7.77256785193458,6.77660747780465,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
13.2076565901966,7.84011915326118,5.41621116339229,5.32583154039457,5.36708772066049,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
11.986901711004,5.69163758889772,7.45531606953591,6.33054444100708,7.30570001760498,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
13.7182562754736,7.49140655854717,9.58916310919449,8.30196092138067,9.48707437608391,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
14.615942024605,8.80005093174987,6.05403023655526,6.42618287703954,5.97814015694894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
13.7331794341035,8.71475602500141,7.2906711359974,7.06668238621205,8.26939129619859,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
12.8627480951431,8.7732756161131,9.49402297846973,5.09284613770433,5.90276457369328,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
13.1839101016429,9.78343926370144,8.51659018895589,5.65283623989671,6.70340842567384,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
13.3663293016446,6.4907413511537,6.39340099878609,5.69514113944024,5.08753436501138,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
10.5013199766948,5.57302408153191,9.15588498581201,5.18156941863708,6.42648025183007,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
11.8835459116315,6.86021113535389,7.61533125652932,9.02846003882587,6.48015227401629,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
10.984263382111,6.0369352158159,8.78849159809761,7.17038399307057,7.71118198055774,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
12.9401037461873,5.04202329437248,8.35227025439963,5.61551932129078,9.02106227702461,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
15.141747204726,8.98640838917345,6.77895329426974,8.5834950779099,7.31333130504936,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1
11.5505447333391,5.99687859881669,8.51503822021186,6.00561949657276,9.00275157415308,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
12.0661534098551,5.22896763635799,9.04427528264932,5.3296554798726,5.79261426464655,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
13.8075218207799,9.53347948729061,9.63296457659453,6.03685896727256,8.64735947106965,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
12.7403341466212,6.60685547161847,7.44408477214165,5.82832569489256,7.20678888028488,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
14.8648332588954,9.31187063455582,9.6384422306437,6.87172511592507,9.37193235382438,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
14.0063654655287,7.3891856148839,9.59979498293251,8.99712144513614,8.58950101770461,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
14.6942745795624,5.12089239200577,7.86353551666252,8.88031370472163,9.12356544169597,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1
12.4595945454216,5.53340670652688,5.23976946016774,7.25419263471849,7.01545964344405,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
12.607846882208,6.4317306317389,6.88470807741396,5.02177411923185,6.03441521176137,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
13.3528822656134,7.06843060208485,8.8564430270344,8.00611909362487,7.76843588566408,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
15.4467661304437,9.86159048741683,7.78418282279745,9.96297718957067,5.56402664282359,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
13.6429184090196,8.39642275241204,5.07003968348727,7.22998508717865,9.30178155191243,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1
12.5139757470237,8.70777726289816,9.20638203970157,7.90252763545141,5.98251302726567,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1
13.7569191329133,8.34705175366253,6.78469477337785,7.8713960328605,5.87159084505402,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
13.7020923268578,8.16836443962529,9.12937518558465,8.65106163313612,6.59065116895363,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
