ID,IV
440,NA
278,4.12531441643823
147,3.99657084480251
411,5.37122936364951
102,4.53846852633898
23,5.29311405792384
374,5.66880593647451
391,4.57468978035662
13,4.84284623347623
494,4.20052554402318
474,5.73156964954825
150,3.45521511720051
60,4.28524764177454
355,6.71457720876306
478,4.60364183118697
242,4.89617058525274
220,3.03797424691397
65,4.68301110077149
141,5.9474974174991
438,5.33872725107112
223,2.87498861650246
245,6.4953702023127
481,5.87709533861945
454,4.14206736820908
475,5.20551716754434
247,5.84537639064064
68,5.71425679694684
305,5.6500039026316
201,6.3558804719413
130,3.81347843031935
431,3.80607993406154
140,5.55553519390988
48,3.75497139927568
230,3.69244193734415
362,4.79952864173958
198,2.9440891403846
170,4.41332785162777
3,NA
341,4.60065922781519
196,4.71724769043259
352,2.4714905048175
373,6.23334339699842
434,4.41732012206283
392,NA
439,4.36277145380453
385,7.19409943074993
173,4.55604660988656
445,4.69755635220524
37,NA
409,6.58127609115464
179,3.66919044482193
178,6.0977353991218
326,3.68803321340244
137,4.66930029307736
172,3.78341781332011
78,6.52129825374872
371,4.73473789036632
26,3.73537254872034
235,5.0675116652648
270,5.45275824768381
293,3.92410277858201
319,6.04782983610507
12,5.87042286682573
300,4.00312333943312
133,5.91233822364759
193,5.84608873416036
354,4.7767884268191
190,4.73272586830674
318,3.66082538436998
357,3.59228200749196
162,5.19341203959431
455,4.47494524358512
311,5.00215616771019
11,NA
433,4.65142911527973
237,5.75833812025163
290,4.73246639871996
158,5.53118756058007
219,5.44750414323522
414,NA
299,2.85684875015307
451,6.77842876759526
276,4.63733448653451
116,5.1131446730497
145,6.1395481425618
342,5.65261992788265
135,3.46505813136351
21,4.82040778781141
197,4.10047847223539
58,5.46557744523526
122,5.64503565886985
128,5.22482024203145
9,4.87516753849844
405,4.74887575331706
483,6.02317713107178
337,5.60112858454182
254,7.526032779832
423,4.09838223481216
361,5.11123268040684
36,3.99976477771281
323,3.97245197862466
404,5.74657303785725
182,3.80876372472563
395,5.44707832609663
20,NA
488,4.25964487171205
152,3.74900098103371
236,6.63521501087548
17,4.68960877990931
16,3.8554639248056
499,4.63701633492634
272,5.11945034350235
359,4.65237069109136
479,4.31601381277364
413,6.99687275160877
160,4.32571063643595
166,4.62199964285985
83,5.62104107963546
389,4.56109256393594
282,5.23948751371386
24,5.28569102210159
55,5.14944712998159
452,4.89493609082978
284,5.36448880428792
313,4.16317697134294
204,4.07994075508305
25,5.63623093671918
464,5.00550905707082
348,4.77539826108645
215,1.90399158418845
99,4.5817763352964
53,5.28189290671473
195,5.55716010914268
421,3.88659022680068
332,6.82605208822176
379,4.95628576262066
184,5.47748955944057
174,2.98729862169673
